enquiry_id,customer_id,received_at,channel,market,Raw_Message,product_sku,order_id_quoted
ENQ-0805,CUS-0416,2026-07-26 00:00,Instagram DM,SG,"I want to return ORD-01074, the pack is unopened. How do I get a refund?",,ORD-01074
ENQ-0818,CUS-0068,2026-07-26 00:00,Email,SG,"My baby is 7kg, should I get size S or M?",,
ENQ-0828,CUS-0109,2026-07-26 00:00,Marketplace Q&A,ID,"ORD-00287 harusnya sampai Senin, sampai sekarang belum ada kabar.",,ORD-00287
ENQ-0829,CUS-0125,2026-07-26 00:00,Email,MY,How often should I change the night pad? Is it okay for 8 hours?,,
ENQ-0009,CUS-0488,2026-07-27 00:00,Email,MY,"My baby is 7kg, should I get size S or M?",SKU-DIA-M-38,
ENQ-0206,CUS-0381,2026-07-27 00:00,Instagram DM,MY,订单 还是显示准备中，可以帮我查一下吗？,,
ENQ-0250,CUS-0512,2026-07-27 00:00,Marketplace Q&A,SG,My order is already 6 days late. When is it coming?,,
ENQ-0278,CUS-0556,2026-07-27 00:00,Marketplace Q&A,SG,"My baby is 7kg, should I get size S or M?",SKU-DIA-M-38,
ENQ-0314,CUS-0460,2026-07-27 00:00,Marketplace Q&A,MY,除了网购，还可以在哪里买到？,SKU-PAD-DAY-10,
ENQ-0422,CUS-0309,2026-07-27 00:00,WhatsApp,MY,"Kotak luar ORD-00798 basah, pad di dalam dah rosak.",,ORD-00798
ENQ-0468,CUS-0600,2026-07-27 00:00,Website form,SG,Night pad can wear how long ah? 8 hours okay or not?,,
ENQ-0515,CUS-0461,2026-07-27 00:00,WhatsApp,SG,"come already box all squash, inside two pack tear.",SKU-DIA-NB-40,
ENQ-0525,CUS-0507,2026-07-27 00:00,Instagram DM,ID,mohon dibantu,,
ENQ-0535,CUS-0057,2026-07-27 00:00,WhatsApp,MY,Can I flush the liners? And how should I store an opened pack?,,
ENQ-0557,CUS-0585,2026-07-27 00:00,Marketplace Q&A,ID,Bayi saya ruam merah di seluruh area popok. Mohon segera dibalas.,,
ENQ-0563,CUS-0335,2026-07-27 00:00,WhatsApp,MY,tolong,,
ENQ-0608,CUS-0447,2026-07-27 00:00,WhatsApp,ID,Kok belum ada update ya? Udah seminggu lebih nih.,SKU-DIA-M-38,
ENQ-0690,CUS-0192,2026-07-27 00:00,WhatsApp,SG,可以把订阅改成每六周一次吗？,SKU-WIP-80,
ENQ-0724,CUS-0282,2026-07-27 00:00,Instagram DM,MY,"I want to return, the pack is unopened. How do I get a refund?",,
ENQ-0725,CUS-0638,2026-07-27 00:00,WhatsApp,MY,"Nak tanya pasal order ORD-01643, still tak update lagi.",,ORD-01643
ENQ-0790,CUS-0758,2026-07-27 00:00,Instagram DM,SG,Do you sell in Guardian? I cannot find it in store.,SKU-DIA-M-38,
ENQ-0832,CUS-0244,2026-07-27 00:00,Marketplace Q&A,MY,Boleh beli kat mana ya selain online?,SKU-WIP-80,
ENQ-0891,CUS-0144,2026-07-27 00:00,Marketplace Q&A,SG,was supposed to arrive Monday. Still nothing.,SKU-DIA-NB-40,
ENQ-0014,CUS-0720,2026-07-28 00:00,Website form,MY,Pesanan ORD-01871 dah lewat seminggu. Bila nak sampai ni?,,ORD-01871
ENQ-0038,CUS-0565,2026-07-28 00:00,WhatsApp,SG,"Hi, can I check where my order is? Ordered last week.",,
ENQ-0044,CUS-0321,2026-07-28 00:00,WhatsApp,MY,salam,,
ENQ-0059,CUS-0407,2026-07-28 00:00,Marketplace Q&A,SG,订单 ORD-01053 已经延迟了六天，什么时候能到？,SKU-DIA-NB-40,ORD-01053
ENQ-0106,CUS-0357,2026-07-28 00:00,WhatsApp,SG,Please refund. I ordered the wrong size.,SKU-PAD-DAY-10,
ENQ-0107,CUS-0153,2026-07-28 00:00,Instagram DM,ID,Bayi saya ruam merah di seluruh area popok. Mohon segera dibalas.,SKU-DIA-NB-40,
ENQ-0123,CUS-0251,2026-07-28 00:00,Email,ID,Do you sell in Guardian? I cannot find it in store.,SKU-WIP-80,
ENQ-0130,CUS-0412,2026-07-28 00:00,Instagram DM,SG,Any update on ORD-01066? It still says preparing.,,ORD-01066
ENQ-0150,CUS-0707,2026-07-28 00:00,Instagram DM,SG,urgent leh,SKU-PAD-DAY-10,
ENQ-0173,CUS-0633,2026-07-28 00:00,Email,SG,"Wanna pause my subscription two months, how to do ah?",,
ENQ-0260,CUS-0497,2026-07-28 00:00,WhatsApp,ID,"Halo kak, mau tanya pesanan sudah sampai mana ya?",,
ENQ-0264,CUS-0630,2026-07-28 00:00,Marketplace Q&A,SG,Can I flush the liners? And how should I store an opened pack?,SKU-DIA-M-38,
ENQ-0281,CUS-0034,2026-07-28 00:00,Marketplace Q&A,ID,"Saya mau retur, kemasannya masih tersegel. Bisa refund?",,
ENQ-0288,CUS-0186,2026-07-28 00:00,WhatsApp,MY,need help,SKU-PAD-DAY-10,
ENQ-0335,CUS-0467,2026-07-28 00:00,Email,SG,"Eh hi, my order ORD-01201 how ah? Order already so long liao.",,ORD-01201
ENQ-0344,CUS-0116,2026-07-28 00:00,Website form,ID,halo,,
ENQ-0348,CUS-0566,2026-07-28 00:00,WhatsApp,ID,Ada dijual di Guardian nggak? Di toko nggak nemu.,,
ENQ-0360,CUS-0405,2026-07-28 00:00,Website form,SG,How often should I change the night pad? Is it okay for 8 hours?,,
ENQ-0383,CUS-0183,2026-07-28 00:00,WhatsApp,SG,Got sell at Guardian anot? Cannot find in the shop leh.,,
ENQ-0430,CUS-0219,2026-07-28 00:00,Email,SG,need help,SKU-DIA-NB-40,
ENQ-0451,CUS-0469,2026-07-28 00:00,WhatsApp,SG,can help anot,SKU-DIA-M-38,
ENQ-0455,CUS-0347,2026-07-28 00:00,WhatsApp,ID,tolong dong,,
ENQ-0521,CUS-0092,2026-07-28 00:00,Instagram DM,ID,Bisa ubah langganan jadi tiap 6 minggu nggak?,,
ENQ-0533,CUS-0583,2026-07-28 00:00,WhatsApp,MY,Which diaper size for a 4 month old? He is quite chubby.,SKU-WIP-80,
ENQ-0549,CUS-0590,2026-07-28 00:00,Website form,ID,"Pesanan telat banget, udah lewat seminggu. Kapan sampainya?",,
ENQ-0575,CUS-0168,2026-07-28 00:00,Website form,SG,"Baby skin blister already from the diaper, how can like that?",SKU-PAD-NGT-10,
ENQ-0597,CUS-0506,2026-07-28 00:00,Marketplace Q&A,MY,"Salam, boleh semak status pesanan? Dah seminggu tak sampai.",SKU-PAD-DAY-10,
ENQ-0611,CUS-0343,2026-07-28 00:00,Instagram DM,MY,I want to pause my subscription for two months. How?,SKU-PAD-DAY-10,
ENQ-0623,CUS-0424,2026-07-28 00:00,Email,ID,Untuk bayi 4 bulan cocok ukuran berapa? Badannya agak gemuk.,,
ENQ-0631,CUS-0794,2026-07-28 00:00,WhatsApp,MY,I want to pause my subscription for two months. How?,,
ENQ-0696,CUS-0671,2026-07-28 00:00,Marketplace Q&A,MY,"Nak tanya pasal order ORD-01734, still tak update lagi.",,ORD-01734
ENQ-0700,CUS-0561,2026-07-28 00:00,WhatsApp,ID,How often should I change the night pad? Is it okay for 8 hours?,SKU-PAD-DAY-10,
ENQ-0737,CUS-0354,2026-07-28 00:00,WhatsApp,ID,Bisa ubah langganan jadi tiap 6 minggu nggak?,,
ENQ-0783,CUS-0149,2026-07-28 00:00,Email,ID,Lapisan atasnya bahan apa ya? Ada pewangi tambahan nggak?,SKU-PAD-DAY-10,
ENQ-0799,CUS-0777,2026-07-28 00:00,Email,MY,"Nak tanya pasal order ORD-02013, still tak update lagi.",SKU-WIP-80,ORD-02013
ENQ-0819,CUS-0628,2026-07-28 00:00,Email,MY,"Hi, can I check where my order is? Ordered last week.",SKU-PAD-NGT-10,
ENQ-0824,CUS-0554,2026-07-28 00:00,Website form,ID,Ada dijual di Guardian nggak? Di toko nggak nemu.,SKU-WIP-80,
ENQ-0055,CUS-0515,2026-07-29 00:00,Instagram DM,SG,My order is already 6 days late. When is it coming?,SKU-WIP-80,
ENQ-0086,CUS-0641,2026-07-29 00:00,WhatsApp,MY,Baby 4 bulan sesuai saiz apa ya? Dia agak berisi.,,
ENQ-0099,CUS-0745,2026-07-29 00:00,Website form,ID,"Halo kak, mau tanya pesanan sudah sampai mana ya?",SKU-WIP-80,
ENQ-0101,CUS-0043,2026-07-29 00:00,WhatsApp,MY,Where can I buy this offline? Any pharmacy near Orchard?,SKU-PAD-NGT-10,
ENQ-0142,CUS-0676,2026-07-29 00:00,Instagram DM,SG,"My baby got rash all over the diaper area, quite red already.",,
ENQ-0153,CUS-0187,2026-07-29 00:00,Email,ID,Please refund ORD-00483. I ordered the wrong size.,SKU-DIA-NB-40,ORD-00483
ENQ-0164,CUS-0443,2026-07-29 00:00,Website form,ID,"Halo kak, mau tanya pesanan sudah sampai mana ya?",,
ENQ-0196,CUS-0281,2026-07-29 00:00,Website form,ID,Any update on? It still says preparing.,SKU-DIA-NB-40,
ENQ-0199,CUS-0403,2026-07-29 00:00,Email,MY,请问你们的卫生巾是无氯的吗？我皮肤比较敏感。,SKU-DIA-M-38,
ENQ-0220,CUS-0758,2026-07-29 00:00,Marketplace Q&A,SG,"Hi, can I check where my order ORD-01962 is? Ordered last week.",,ORD-01962
ENQ-0226,CUS-0598,2026-07-29 00:00,Instagram DM,ID,Ada dijual di Guardian nggak? Di toko nggak nemu.,,
ENQ-0240,CUS-0361,2026-07-29 00:00,Marketplace Q&A,ID,"harusnya sampai Senin, sampai sekarang belum ada kabar.",,
ENQ-0252,CUS-0402,2026-07-29 00:00,Marketplace Q&A,SG,Can I flush the liners? And how should I store an opened pack?,,
ENQ-0274,CUS-0342,2026-07-29 00:00,WhatsApp,ID,"harusnya sampai Senin, sampai sekarang belum ada kabar.",SKU-DIA-NB-40,
ENQ-0286,CUS-0503,2026-07-29 00:00,WhatsApp,MY,"Salam, boleh semak status pesanan ORD-01294? Dah seminggu tak sampai.",,ORD-01294
ENQ-0318,CUS-0191,2026-07-29 00:00,WhatsApp,SG,Any update on? It still says preparing.,,
ENQ-0372,CUS-0081,2026-07-29 00:00,Website form,SG,Any update on ORD-00214? It still says preparing.,,ORD-00214
ENQ-0374,CUS-0526,2026-07-29 00:00,Marketplace Q&A,MY,Ada jual kat Watsons tak? Saya cari kat kedai tak jumpa.,,
ENQ-0410,CUS-0087,2026-07-29 00:00,WhatsApp,MY,"Tolong refund, saya tersalah pesan saiz.",SKU-PAD-NGT-10,
ENQ-0425,CUS-0568,2026-07-29 00:00,Website form,ID,Pembalutnya bebas klorin nggak? Kulit saya sensitif.,,
ENQ-0439,CUS-0528,2026-07-29 00:00,WhatsApp,SG,"I want to return, the pack is unopened. How do I get a refund?",SKU-WIP-80,
ENQ-0493,CUS-0286,2026-07-29 00:00,Email,ID,"Hi, can I check where my order ORD-00750 is? Ordered last week.",,ORD-00750
ENQ-0586,CUS-0590,2026-07-29 00:00,WhatsApp,ID,"Pesanan telat banget, udah lewat seminggu. Kapan sampainya?",SKU-WIP-80,
ENQ-0607,CUS-0112,2026-07-29 00:00,WhatsApp,ID,Pembalut malam sebaiknya diganti berapa jam sekali? Aman 8 jam?,SKU-PNT-LGT-14,
ENQ-0676,CUS-0348,2026-07-29 00:00,Marketplace Q&A,SG,Where can I buy this offline? Any pharmacy near Orchard?,SKU-PAD-NGT-10,
ENQ-0705,CUS-0291,2026-07-29 00:00,Marketplace Q&A,SG,请问你们的卫生巾是无氯的吗？我皮肤比较敏感。,,
ENQ-0809,CUS-0608,2026-07-29 00:00,Instagram DM,ID,"Bayi saya 7kg, sebaiknya ambil ukuran S atau M ya?",,
ENQ-0870,CUS-0208,2026-07-29 00:00,Instagram DM,ID,tolong dong,,
ENQ-0876,CUS-0408,2026-07-29 00:00,Marketplace Q&A,SG,Where can I buy this offline? Any pharmacy near Orchard?,,
ENQ-0883,CUS-0285,2026-07-29 00:00,Website form,SG,My order is already 6 days late. When is it coming?,,
ENQ-0899,CUS-0353,2026-07-29 00:00,Instagram DM,ID,My order is already 6 days late. When is it coming?,SKU-PAD-DAY-10,
ENQ-0008,CUS-0513,2026-07-30 00:00,Instagram DM,ID,Untuk bayi 4 bulan cocok ukuran berapa? Badannya agak gemuk.,,
ENQ-0029,CUS-0324,2026-07-30 00:00,WhatsApp,SG,4 month old baby which size good? He quite big size one.,SKU-DIA-M-38,
ENQ-0064,CUS-0538,2026-07-30 00:00,WhatsApp,ID,"Tolong refund ORD-01381 ya, saya salah pesan ukuran.",SKU-DIA-NB-40,ORD-01381
ENQ-0072,CUS-0556,2026-07-30 00:00,WhatsApp,SG,need help,SKU-DIA-M-38,
ENQ-0097,CUS-0236,2026-07-30 00:00,WhatsApp,MY,Berapa kerap perlu tukar pad malam? Boleh pakai 8 jam?,SKU-DIA-M-38,
ENQ-0118,CUS-0731,2026-07-30 00:00,Instagram DM,SG,请问屈臣氏有卖吗？我在店里找不到。,SKU-PAD-NGT-10,
ENQ-0174,CUS-0175,2026-07-30 00:00,WhatsApp,SG,Can I change my subscription to every 6 weeks instead of monthly?,,
ENQ-0209,CUS-0689,2026-07-30 00:00,Marketplace Q&A,SG,Any update on? It still says preparing.,,
ENQ-0233,CUS-0281,2026-07-30 00:00,WhatsApp,ID,"Hi, can I check where my order is? Ordered last week.",SKU-DIA-M-38,
ENQ-0251,CUS-0055,2026-07-30 00:00,Email,ID,Kok belum ada update ya? Udah seminggu lebih nih.,,
ENQ-0258,CUS-0473,2026-07-30 00:00,Email,SG,"Hi, can I check where my order is? Ordered last week.",SKU-PAD-DAY-10,
ENQ-0275,CUS-0680,2026-07-30 00:00,Instagram DM,ID,"Halo kak, mau tanya pesanan ORD-01759 sudah sampai mana ya?",,ORD-01759
ENQ-0308,CUS-0057,2026-07-30 00:00,WhatsApp,MY,Please refund. I ordered the wrong size.,,
ENQ-0366,CUS-0045,2026-07-30 00:00,Email,SG,Do you sell in Guardian? I cannot find it in store.,SKU-DIA-M-38,
ENQ-0377,CUS-0382,2026-07-30 00:00,Email,MY,"Nak tanya pasal order ORD-00984, still tak update lagi.",SKU-WIP-80,ORD-00984
ENQ-0408,CUS-0470,2026-07-30 00:00,WhatsApp,MY,Ada jual kat Watsons tak? Saya cari kat kedai tak jumpa.,,
ENQ-0418,CUS-0494,2026-07-30 00:00,Instagram DM,ID,Kok belum ada update ya? Udah seminggu lebih nih.,,
ENQ-0458,CUS-0138,2026-07-30 00:00,Website form,SG,"damn long already still never come, what happen?",SKU-PAD-NGT-10,
ENQ-0513,CUS-0313,2026-07-30 00:00,WhatsApp,SG,Night pad can wear how long ah? 8 hours okay or not?,,
ENQ-0629,CUS-0185,2026-07-30 00:00,Instagram DM,ID,"Kardus luar basah, pembalut di dalamnya rusak.",SKU-DIA-NB-40,
ENQ-0633,CUS-0625,2026-07-30 00:00,Marketplace Q&A,ID,Untuk bayi 4 bulan cocok ukuran berapa? Badannya agak gemuk.,SKU-WIP-80,
ENQ-0651,CUS-0070,2026-07-30 00:00,WhatsApp,ID,"Saya mau retur ORD-00192, kemasannya masih tersegel. Bisa refund?",,ORD-00192
ENQ-0704,CUS-0456,2026-07-30 00:00,Website form,SG,What material is the top sheet? Any fragrance added?,SKU-WIP-80,
ENQ-0835,CUS-0764,2026-07-30 00:00,Marketplace Q&A,ID,urgent please,SKU-WIP-80,
ENQ-0874,CUS-0128,2026-07-30 00:00,Website form,SG,Do you sell in Guardian? I cannot find it in store.,SKU-PNT-LGT-14,
ENQ-0065,CUS-0495,2026-07-31 00:00,Instagram DM,SG,你好，请问我的订单 ORD-01274 现在到哪里了？,SKU-PAD-DAY-10,ORD-01274
ENQ-0070,CUS-0664,2026-07-31 00:00,Email,ID,"Halo kak, mau tanya pesanan sudah sampai mana ya?",,
ENQ-0144,CUS-0492,2026-07-31 00:00,Email,ID,Kok belum ada update ya? Udah seminggu lebih nih.,SKU-PAD-DAY-10,
ENQ-0175,CUS-0224,2026-07-31 00:00,Instagram DM,MY,Pad ni bebas klorin tak? Kulit saya sensitif.,,
ENQ-0192,CUS-0424,2026-07-31 00:00,Marketplace Q&A,ID,Bisa ubah langganan jadi tiap 6 minggu nggak?,,
ENQ-0215,CUS-0478,2026-07-31 00:00,WhatsApp,SG,"Order wrong size, can refund or not?",,
ENQ-0235,CUS-0354,2026-07-31 00:00,Marketplace Q&A,ID,"harusnya sampai Senin, sampai sekarang belum ada kabar.",SKU-PNT-LGT-14,
ENQ-0262,CUS-0354,2026-07-31 00:00,Website form,ID,"datang kardusnya penyok, dua bungkus sobek.",,
ENQ-0263,CUS-0718,2026-07-31 00:00,Email,SG,4 month old baby which size good? He quite big size one.,,
ENQ-0338,CUS-0513,2026-07-31 00:00,Instagram DM,ID,Beli offline di mana ya? Apotek terdekat ada nggak?,SKU-DIA-M-38,
ENQ-0390,CUS-0235,2026-07-31 00:00,WhatsApp,SG,"Order wrong size, can refund or not?",SKU-DIA-M-38,
ENQ-0413,CUS-0329,2026-07-31 00:00,Instagram DM,MY,Can I flush the liners? And how should I store an opened pack?,SKU-DIA-M-38,
ENQ-0431,CUS-0267,2026-07-31 00:00,Instagram DM,ID,Kok belum ada update ya? Udah seminggu lebih nih.,SKU-PAD-NGT-10,
ENQ-0462,CUS-0284,2026-07-31 00:00,Marketplace Q&A,SG,Any update on ORD-00744? It still says preparing.,SKU-DIA-NB-40,ORD-00744
ENQ-0471,CUS-0190,2026-07-31 00:00,WhatsApp,MY,"Baby saya 7kg, patut ambil saiz S atau M?",SKU-WIP-80,
ENQ-0558,CUS-0311,2026-07-31 00:00,Marketplace Q&A,ID,"ORD-00803 harusnya sampai Senin, sampai sekarang belum ada kabar.",,ORD-00803
ENQ-0566,CUS-0657,2026-07-31 00:00,Marketplace Q&A,SG,My order is already 6 days late. When is it coming?,SKU-WIP-80,
ENQ-0567,CUS-0215,2026-07-31 00:00,Website form,ID,?,SKU-DIA-NB-40,
ENQ-0577,CUS-0771,2026-07-31 00:00,Instagram DM,ID,Liner-nya boleh dibuang ke kloset nggak? Nyimpennya gimana?,,
ENQ-0583,CUS-0403,2026-07-31 00:00,Instagram DM,MY,夜用卫生巾多久换一次比较好？可以用八小时吗？,,
ENQ-0587,CUS-0204,2026-07-31 00:00,Email,MY,"Salam, boleh semak status pesanan? Dah seminggu tak sampai.",SKU-PAD-NGT-10,
ENQ-0596,CUS-0152,2026-07-31 00:00,WhatsApp,ID,mohon dibantu,,
ENQ-0621,CUS-0117,2026-07-31 00:00,WhatsApp,SG,Night pad can wear how long ah? 8 hours okay or not?,SKU-PNT-LGT-14,
ENQ-0624,CUS-0449,2026-07-31 00:00,Instagram DM,ID,Can I flush the liners? And how should I store an opened pack?,,
ENQ-0666,CUS-0208,2026-07-31 00:00,Instagram DM,ID,Ada dijual di Guardian nggak? Di toko nggak nemu.,,
ENQ-0681,CUS-0185,2026-07-31 00:00,Website form,ID,tolong dong,SKU-WIP-80,
ENQ-0708,CUS-0141,2026-07-31 00:00,WhatsApp,MY,need help,,
ENQ-0762,CUS-0056,2026-07-31 00:00,Marketplace Q&A,MY,"sampai dalam keadaan kotak penyek, dua pek koyak.",,
ENQ-0793,CUS-0289,2026-07-31 00:00,Email,ID,"Saya mau retur ORD-00758, kemasannya masih tersegel. Bisa refund?",,ORD-00758
ENQ-0820,CUS-0479,2026-07-31 00:00,Email,MY,"Nak tanya pasal order ORD-01233, still tak update lagi.",SKU-PAD-DAY-10,ORD-01233
ENQ-0833,CUS-0444,2026-07-31 00:00,Website form,SG,订单 还是显示准备中，可以帮我查一下吗？,SKU-DIA-M-38,
ENQ-0842,CUS-0783,2026-07-31 00:00,WhatsApp,SG,Can change the subscription to every 6 weeks or not?,SKU-WIP-80,
ENQ-0006,CUS-0776,2026-08-01 00:00,Website form,SG,Any update on? It still says preparing.,,
ENQ-0010,CUS-0348,2026-08-01 00:00,WhatsApp,SG,Which diaper size for a 4 month old? He is quite chubby.,SKU-WIP-80,
ENQ-0043,CUS-0267,2026-08-01 00:00,Instagram DM,ID,"Tolong refund ya, saya salah pesan ukuran.",SKU-PAD-DAY-10,
ENQ-0104,CUS-0551,2026-08-01 00:00,Email,SG,"My baby is 7kg, should I get size S or M?",,
